text,Optimistic,Pessimistic,Sad,Surprise
بتشتري ثياب كل شهر عا قد راتبي ؟ اي شو بدنا نأكل 😠,0,1,0,0
الأردن من شفتني و شافوني بحرهم ميت و هم ابطال في تطفلاتهم و ايضا يريدون رعاية خاصة لكثرة المعاقين اشطلعت هاي يعني الله غاضب عليهم,0,1,0,0
#شور_بيت18 اللهم قوة ثم راحة بال ثم إستجابة لأدعية نتمناها كثيرا,1,0,0,0
@le_minaa @fadysameh15 -حضرتك ابنك فاشل وبشتكي منه اهو 😠\n=وانا مالي ماتكلم ابوه 😂😂\nاية العيلة دي,0,1,0,0
ليت الأحاسيس تتصور وصورها ودي تشوف بعيونك كيف تحزني,0,0,1,0
شكرا لك ربما تسرعي في الكتابة ساعة ما فجعني خبر مقتل أبرياء وهم يتسحرون جعلني أقتصر على بضع كلمات تعبر عن غضبي,0,0,1,0
قمة الراحة النفسية لم تشوف علي خان يغرد ^ ياخي تحس بسعاده ابديه موو,1,0,0,0
لاا كفاية وجع بطن 😣,0,0,1,0
يالا الأسى. . حتى الوطن بات مثلنا تماماً  ، شيئاً طارئاً \n#ليبيا #سهرية,0,1,1,0
والله إن في قلبك بساتين من الفرح والسعادة والجمال فقط يحتاج منك إلى أن ترويه بقطرات من الثقة والتفاؤل والإيمان فدع عنك الهم,1,0,0,0
أمر غريب حين تجد اكاونت بتويتر يضج بالحياة والموسيقى والرقص والألوان وبعد التعرف إلى صاحبته تجدها في عزلة واكتئاب,0,0,1,1
لن ألجأ لمن يجعلني خائب ف ظن الحب عابس لأجل ذاكرة انت استوطنتها - يشعر بالوجع,0,0,1,0
عندي وسواس من كل اشي أعوج  😐\nمستحيييل اشوف اشي اعوج وما اعدلو\nوخصوصا الصور الي بصورها لازم تكون بالملم 👌\nلدرجة اني شريت كاميرا فيها ميزان.,0,1,0,0
ما بقه شي للعيد ، حبيت أكون أول واحد أهنيك كل عام وانت بخير، بسمتك تخلق لي الفرحه من حيث لا احتسب ، جعل الي أحبه مايجوف اله السعاده 💙.,1,0,0,0
احلى اشي بسهرات الاعراس انك بتفرغ طاقتك السلبية وبتعيش الجو بفرحة وانبساط مع العريس واهله,1,0,0,0
الحمله لم تأتي من فراغ بل استياء حقيقي من STC نظير سوء الخدمات من انقطاع وضعف وسوء التعامل والاستخفاف بالعميل #مقاطعه_stc_لصالحكم_346,0,1,0,0
الليله #رافعين اعلمنا 😍 الليله ليلة #انتصار 💪 ووراك يا #مصري من البدايه 💚 والغربي مولعها #نار 😄 يارب العالمين رجعنا منصورين ❤ 💪,1,0,0,0
الرسوم المتحركة إنتاجها جدا لطيف وفيه ذكاء 🌿 😊 🌿 🌿 💐 🌿,1,0,0,0
صوت الرعد بالنسبة لي أمان أكثر من انه خوف أحبه⛈ 💗,1,0,0,0
@gom3aaaaaaaaa الموضوع كبير 😀,0,1,0,0
خيبااات وجروح ومواجعّ وخذلان \nمافيه أحد يبقى على طول وافي.,0,1,1,0
كن شاكرا مادمت حياواعلم بأن الدنيا أيام تدوروقل دائما الحمد لله تعش دائما في سرور اللهم اجعلناشاكرين لنعمك راضين بقضائك متلذذين بذكرك 🙏,1,0,0,0
"اليوم مشرق وجميل وأنا صاحية مودي حلو ومبسوطة وحاجة منتهى ""البط يقوم فرحان من النوم"" جدا 😂",1,0,0,0
“الزعيم يحبنا حب القط لفأر مذعور يجرحه يخنقه و يكسر عظمه”,0,1,0,0
هو انا ليه حاسة بتخلف عقلي من المادة دي 😟 ولا د جوع دا ولا ايه 🤔🐒,0,0,0,1
يتفاخر السعوديون بانخفاض نسبة الإغتصاب في السعودية مقارنة بالدول الغربية و الحقيقة أنهم يمارسون التكتم و ترهيب الضحايا لإجبارهن على الصمت,0,1,1,0
امي الحنونة ...\nبتحب الدراسة كتير كتير\nلانها انحرمت من التعليم\nظلت حسرة بقلبها .. حسرة💔,0,0,1,0
شاليه في جده الليله ب٣٠٠٠ ريال\nلييييييييييييييش ؟؟\nبحركم مويته عذبه؟\nمو كله بامبرز وصرف صحي\nسلامااااااتتت 😤😤,0,1,0,0
دعني أصف لك شعوري: إني أشعر وكأن قلبي كان كقطعة جليد مكعبة تستوطن وسط صدري؛ فانسكب الحزن كماء شديد الغليان عليها فأذابها,0,0,1,0
لكل متابعيني الله يروي قلوبكم بالفرح وغيث السعادة ويجعل أرواحكم نقية من الأحزان والهموم ❤️,1,0,0,0
انا حزينه كيف لي بخيبة الامل اللي جاته لا جوهره ويدخل برايم وكان بيودع بعد ربي حماه الحمدلله ):,0,0,1,0
@abaadiiii  القهوة طعمها مر  😀,0,1,1,0
اللهم ارحم حبيبتي بقدر ما بكيت لفقدها يارب صبر قلبي إلى أن ألقاها في جنتك 💔,0,0,1,0
"وكان سبب كل هالشوشره والزعل والقومة والطيحة هي ""أنا محتاج أحس إنك تبيني"" ولكن محد يفهم",0,0,1,0
إغاظة في ايش السؤال فيه غموض شوي 🙁,0,1,0,1
الذكريات قد تثير فينا الشجن قد تثير فينا الحزن قد تعود بنا إلى الماضي الذي نرفض نسيانه أو الذي نريد نسيانه,0,1,1,0
احياناً اوصل مرحلة من القنوط افكر ليش انا من بين كل هالبشر؟ وش الخلل؟؟ وش الذنب اللي سويته بس!,0,1,1,0
كل الناس نزلت رواتبها تقريبا \nإلا رواتب المتقاعدين \n#بنك الإثمار\nعسى ماشر \n\nوراهم عيد مو ضروري فايدة هالشهر \n#Bahrain,0,0,1,0
اللهم صديقتي اللي توّرد أزهار قلبي تَكُون دايماً مبسوطة 🌟💙.,1,0,0,0
معندكوش انتوا روح الدعابة خالص,0,1,1,0
المتصدرون يستغرقون في نقاش شكل الدولة ونظامها واسمها ودينها والبسطاء يغرقون في هموم القوت اليومي وانعدام الأمن,0,1,1,0
الصورة بتحلى بتفاضيلها حاجات لو بس هنعملها\nنلقى الفرحة عايشة معانا ف كل مكان\nلما القلب يدق يدق يدق يدق❤#بهجه👏🎀 \n#احمد_حلمي #دنيا_سمير_غانم,1,0,0,0
افتكر انك هتجيلي بكرا علشان ادوس عليك (اصل الدنيا بتلف ) ودوري جاي 💪💪💪💪😡,0,1,0,0
الايام دي وجعاني اووي ومع ذلك لسه بضحك وبقول انا جامده اهو ومستهيفه كل احساس خوف جوايا بس الاكيد اني مش خايفه من اللي جاي بس انا #مرعوبه,0,0,1,0
ومساك بسعاده وراحة البال ربي يسعدك دووم,1,0,0,0
غضبوا وملأوا العالم بصراخهم: #الرقة تذبح بصمت وعندما تذبح علنا وتحرق ب #الفوسفور_الأبيض هدأ بالهم والتزموا الصمت #adnan_sherif,0,0,1,0
اذا احد سوى فيا حركة وسخه ما اكرهه ولا انسى لا بس افكر في خطط انتقاميه لين انتقم وارتاح,0,1,0,0
ال 'ديجافو' بدأ يكتر معايا اليومين دول بشكل مبالغ ☹️,0,0,1,0
و انا طيب عيوني منفخه من البكاء والخوف من الأوامر الملكية مافي جبر خواطر مافي اسعاد مسلم 💔 🖤,0,0,1,0
خلك كتّوم واخفي همك بضحكة\nالله عٓطى، والله اخذ والله كريم..\n#قروب_المغرد_العماني \n#قروب_سما_عمان \n#نخبة_مغردي_عُمان,1,0,0,0
الناس الخلصوا امتحانات خلاص 📓\nمفيش دعوه حلوه ليهم في رمضان😍\n\n#حلم_الحياه🌜🌜,1,0,0,0
مساء الخير أنا حزين و أريد الرحيل لم أعد في المزاج المناسب للممارسة الحياة و شكرا,0,1,1,0
@MouhamedSaber كفي تباكي ، ماذا فعلتم انتم لتحرير اهل العراق من داعش ؟ لا شي ،فشلكم و تخاذلكم مهد الطريق لإيران في المنطقه .,0,1,0,0
#عرفت_ان اذا رجعت الصغير لحجمه يرجع لك مثل الحقير 😠,0,0,1,0
@i_RRaKK مافيه ادوات لقلب النتيجه كلهم مرتجفون,0,1,1,0
من نجاح الى نجاح ياساره انت فخر لنا جميعا للاسف الاغلب مشغول #بنت_ترامب وتمجيدها مو فاضي لبنت بلده وإنجازاتها #ساره_بنت_احمد_الربيعه,1,0,0,0
@Noorkhamis2 حلوة ترى قلتها للي معاي في الجم صار ضحك وفكاهة,1,0,0,0
#لا راحة تعادل راحة ⁧ #صلاة_الفجر ⁩ #رضا داخلي و انشراح صدري لا مثيل له اللهم أعنا على قيامها دوما,1,0,0,0
لأ أنا بعد كدة حقيقي هبدا اشوف الناس اللي مش شايفاها اللي شبهنا عالأقل اللي بيتقوا الله قبل كل خطوة يخطوها ده غير العقل والاتزان ؛,1,0,1,0
واقسم بالله اني في حالة غضب شديد والسبب هروب السيسي وهو يحمل اسم مصر حتي لو كان انقلاب بس هذا الواقع المر,0,1,1,0
ضايق صدري لِي ايام والله العظيم \nغصه في الحلق مدري وش اسوي بها ..,0,1,1,0
اجل يعني نهاية هالحلقة بتكون سعيده و نهاية المسلسل يموت واحد منهم 😔 ما كان ودي أنكد عليكم,0,0,1,0
فيه صداقه تغني عن حب صدقوني #شوق,1,0,0,0
أولى به أن يأتي قبل #عيد جديد فما زال هناك #أمل,1,0,0,0
@ysyriana انستغرامك جميل بيبعث البهجة و الطمئنينة و خلى قلبي من جوا يبتسم,1,0,0,0
مافي شعور يوجع أكثر من الشوق لميت,0,0,1,0
"اقاوم فضولي بمعرفة ماهو اسم برجي خشية من برج يدعى ""السرطان"" بسبب اسمه الذي يفقدني السيطرة ويصيبني بالفزع والأشمئزاز",0,1,1,0
الاخوان سبب رئيسي ان الناس مش عايزة تنزل بعد اللي الناس شافوا منهم من خيانة و ركوب على الثورة و تقتيل و ترهيب في الناس بعد ما أتشالوا,0,1,0,0
لمّا أشوف ندبات وجروح يدي أحزن كثير.,0,1,1,0
رغبه قويه اعرف أخبار شخص انقعطت لمدة طويله فضول لا اكثر ولا اقل 😪,0,0,1,0
وانا ليا مين ف الدنيا دي غير سريري 🤔 #عزلة,0,1,1,0
لا شيء أجمل من إشراقة صباح هادئ يقول لك فيه من يحبك صباح الخير فيغدو الصباح صباح الخير والحب والأمل والهدوء والنشوة وكل الأشياء الجميلة,1,0,0,0
#حمله_التبرع_بكيس_حلاو_لقطر أهلنا في قطر ليسوا بحاجتنا ولو احتاجونا لناصفناهم أموالنا ولا عزاء للحاقدين من الخليج ومن خارجه,0,1,0,0
خليك دائماً مبسوطه وخلي ابتسامتك دائماً على وجهك لأن الدنيا محتاجه ابتسامتك وفرحة عيُونك وضحكتك💙. @Xr89r,1,0,0,0
حادثة دهس جديدة لمصلين في بريطانيا اليوم اثناء اداء صلاة العيد ومعلومات عن اصابات الى جانب حالة ذعر كبيرة بين الحاضرين #فوبيا_الاسلام,0,0,1,0
لم أطلب يدا تمسح دموع الفزع ولم أوقظ أحدا ليعانقني كي أهدأ على ما يجب أن أكون ممنونا لقد عشت أسوأ اللحظات بمفردي - دوستويفسكي,0,1,1,0
يقتلني الحنين ليك حتى تعجز عيوني ذرف آخر دموع العين #ضايع,0,0,1,0
أعوذ بك يا الله من أن تحل الكراهية بدل المحبة، ومن أن نلاقي الوجه الذي كان يحمل لنا الود عابسًا، ومن أن نحتار من بعد الطمأنينة.,1,0,0,0
#عيديتك_مع_رغد_محمد٣ رغغدد ابيي افووزز الله يسعدكك دنيا واخره الله يخليكك فوزيني اتمنى افوز بجلسة ليزر جسم كامل 😭 💔,1,0,0,0
@AsmaaAliSo اتس اوبرتيف 🤔 كده حلت عليا الطمأنينة والله يا أسماء 😂,1,0,0,0
جرح وصل,0,1,1,0
اوحش حاجه احساس اللي مش عارف مش عارف المفروض تعمل ايه مش عارف مبسوط ولا زعلان مش عارف مين بيحبك ومين بيستغلك ماشي تايه,0,1,1,0
أبدًا مو وقته يطفي الكهرب حر الله يجيرنا من حر نار جهنم,1,0,0,0
من المؤسف حقا أن تبحث عن الصدق في عصر الخيانة وتبحثعن الحب في قلوب جبانة *,0,1,1,0
#لليله_القدر_وعلاماتها الطمأنينة أي طمأنينة القلب وانشراح الصدر من المؤمن فإنه يجد راحة وطمأنينة وانشراح صدر في تلك الليلة,1,0,0,0
...\nالسكوت عمره ما كان علامة رضا السكوت نفاذ صبر ووجع بس انتو اللي مبتحسوش...💔\n\n....,0,0,1,0
#ايه_الي_هيحصل_لو\nمرتضي منصور مات 😃,1,1,0,0
توكل على الله مع التهليل والتكبير وتزول هموم القلب ويعيش مرباعه 🌹,1,0,0,0
"رغم قناعاتي ان مدريد ظُلم في عهده ولكن إن تم تسليم الإتحاد الإسباني للنائب "" غاسبارت "" رئيس البرسا السابق فهذه كارثة !! 😱",0,1,0,0
١٤/ غضبي صار سكوت و هذا شيء جديد في شخصيتي,0,0,1,1
ايام الدورة مانصير حساسين كل اللي في الموضوع اننا نطلع المكبوت واللي كنا ماسكين نفسنا عليه باقي الشهر نفاذ صبر لا اكثر🤷‍♀️,0,0,1,0
@Ezlam هي غريبة جدا عموما، ٣/٤ تويتاتها condescending.. حساها محبطة و غضبانة وناقصها حب. مش مبرر، بس يمكن تفسير لأتتيتيودها.,0,0,1,0
تنهيدة شوق و حنين,0,0,1,0
الحكايه مش حكايه #زعل الحكايه حكايه قلب #اتوجع :(,0,0,1,0
شكرا من الأعماق حيث الضجيج والتشتت وال #غصة,0,0,1,0
فستاني وصل احسني سعيدة 💃 🏻 😩 💘 لكن احس لو اكل لقيماتة وحدة من الحين لنهاية الشهر مابيتسكر يوم الزواج🤦 🏻 ‍♀️ 😂,1,0,0,0
”مشاعري فالنهاية يومها كان تشبه البدايات انكماش المعدة دقات قلب قويه برودة الأطراف وارتجافها لا يختلف عنها سوى فرح الأولى وحزن الأخيرة ”,0,0,1,0
اليمن و اطفال اليمن و شعب اليمن و الله ينتقمون من عداء بريطانيا عليهم اللهم زدهم,0,0,1,0
الحياء كلها م ش ا ك ل 😒 😒 #المشكله_اذا_صار,0,0,1,0
ما أحُب الناس اللي تكتب وتجلس تمثل الحُزن لشخص شوفني أنا بدونك حزينه ترا كذا يشفق عليكِ ويكرهك.,0,0,1,0
#قل_لغالي_كلمه_تعايده_فيها گ نقاءآلمطرهي الولدة هي فرحتي ابتسامتهآ سعآدۿ وفرحتي تكتمل بوجودهاالي تمليني فرح دايماياعسى ربي يخليهاويحفضها,1,0,0,0
صباحك #ورد ⚘⚘ ويومك #سعيد يا #ملكة_الاعلام ❤❤,1,0,0,0
تذكرون المدريدين يوم كانوا متوقعين نخسر من فاريال وصدمناهم في هالمستوى نفس الشي بيصير معنا اذا هم لعبوا ضد اشبيليه الاسبوع الجاي :( #متشائم,0,1,1,0
ليه انا منرفزة بدون سبب ! 😪,0,0,1,0
الكتابه عن همومي ذنب افشل في ارتكابه هكذا حزني اناني غير فرحي للي حولي,0,0,1,0
لبعض الإشتياق لذة بنكهة فريدة ؛ من طيب من نشتاقه 😊 #حنين,1,0,0,0
التخويف والقتل مش حايدخل المسيحيين للأسلام .. لكن حايخرج مسلمين منه !!!,0,1,0,0
ل اهلي ل من أحب ل كل شخص لطيف مر بحياتي ' كل عام وانتو بخير كل عام والفرحه تغمركم وابتسامتكم الجميله م يعكرها حزن 😘 ❤️,1,0,0,0
مزاحمني شعور حلو كثيير 💙 💙,1,0,0,0
مجروح بعدك اي مجرووح لو ادري ما اخليك تروح 😔,0,0,1,0
آرق ملل ضجر قرف روتين سهر شو الحل ولو بدي نام حدا عندو حل بدي نام,0,0,1,0
طبيعي بعد اللي وصلتله و شوفته من حياتي اني ابقي خايف و مش واثق في اي شخص بيحاول يقرب مني,0,1,0,0
كل سنه وانت طيب يا ا خ و ي ا 💙 ❤❤ وعقبال مليون سنه سلكان وانبساط 😂 😘,1,0,0,0
بعد ٣ يونيو الشعب المصري كان حانق علي الجماعات الإسلامية وشيوخهم النهاردة كل شيء اتنسي ورجعنا نلف في الدائرة اياها,0,1,1,0
خلي حياتك أغلبها #ضحك'😂 #فرح 😍🎵 #سعادة' ❤\n#اهتم' بالتفاصيل 😍 وتجاهل كل الشغلات' يلي بتعكر'\n مزاجك 😉😌 عيش' لنفسك #واسعدها 💙😌✋,1,0,0,0
شعور حلو أنك تفتحين جوالك ع خبر حلو وفرحة ل صديقة العمر عمري أنا الي صارت ام 😭 💜 💜,1,0,0,0
هو ليه كولو عايشلو قصه حب غبيه و شغال يكتب عنها و مجروح و الكلام ده و انا قاعد اتفرج,0,1,1,0
احس بغصه 💔 #غصه #وجع,0,0,1,0
"لا تسألني عن الحياة فالواقع اني ميت منذ زمن"" #ندم",0,1,1,0
هابي بيرثداي 🎈 سنه سعيده يارب و كل ايامك حلوه مثلك ✨ ❤️,1,0,0,0
أنا حزين وما أخفي عليك حزني انت داري ان برودك اول اسبابه,0,0,1,0
#ابتسم و لئن جرعت العلقما فلعل غيرك إن رآك مرنما طرح الكآبة جانبا و ترنما ❤️,1,0,0,0
كل عام وأنتم بخير وتقبل الله منا ومنكم صالح الاعمال #افراح_العيد,1,0,0,0
#اسعد_غيرك3 تأمل قولهﷻ﴿من جاء بالحسنة فله عشر أمثالها ومن جاء بالسيئة فلا يجزى إلا مثلها وهم لايظلمون﴾ زيدوا حسناتكم,1,0,0,0
وساعات بيكون جواك صراخ مكتوم مش عارف نفسك راضي ولا مهموم #شجن,0,0,1,0
#امي يا شمعة حياتي ونبض #روحي #ضفتيلي جرح مع زحمة #جروحي,0,0,1,0
أنتبه لحركة اليدين ولشرود العينين ولارتجافة الصوت وللصمت هذي كانت مصيبتي.,0,0,1,0
والله مستوى اليونايتد مثير للشفقة هذا مو فريق كرة قدم,0,0,1,0
الحزن والكآبة باينه على وجهه بعد الطلاق,0,1,1,0
#قطع_العلاقات_مع_قطر يجرح الخاطر الخذلان جرح عميق أي خذلان يجرحني بغض النظر وكل طعنة تجي من كف أخوك الصديق تعتبر بأي موضع في جسدك بظهر,0,0,1,0
يقطع خفة الدم الي على الصبح 😑 شاركت برتويت الجريمة شكلي #محبط 😂,0,1,0,0
طيب والي عمل كده عرف منين ان كانت مسيحيه او مسلمه اقسم بالله عندهم عقم في عقولهم ربنا ينتقم من الي يعمل كده,0,0,1,0
الخبره قتلوا مرتزقة تعز بالسلاح وانا قتلت مرتزقة التويتر #غيظ يارب لك الحمد هذه الانتصارات هه,1,0,0,0
مو معناه ماعندي هدف ولكن كل مافي الأمر يكون عندي خيار مسبق وتجي عالأخير هذيك الأفكار الوسواسية: ترى يمكن وأحسن وفيه...ألخ. تشوش صفو اختياري.,0,1,0,0
"- لا أكترث للمسافة في غيابك كل ماأخشاه "" المسافة "" في حضورك مؤلم حد الوجع أن تكون غائبا وأنت حاضر #كلمات #تنهيدة_الصباح",0,0,1,0
كتالوج ملخص فيه الاساسيات أقل شي القوانين المهمة طيب :( عطونا القوانين ونحنا بندبر حالنا وبنحل المسائل مهما كانت صعوبتها بلييز,0,1,0,0
ليه الواحد معندوش ترف ان يلاقى حد يسمع سخافته و مشاكله التافهة ولا اللى مش تافهة واللى بيحصل ف اليوم عامة من غير ما يبدى امتعاض ولا زهق,0,1,1,0
@skynewsarabia أرجح أنها راح تستهدف نفسها كما فعلت إيران لأنهم مذعورين من الحقائق اللي انتشرت عنهم وأوضحة علاقتهم باالجماعات الإرهابية,0,1,0,0
حزين سؤالها لما قالت : أهملتيتي يا صديقتي لخاطر مين ؟ .,0,0,1,0
شعري مالاحظت فيه تساقط بالبداية لكن من شهر التساقط بدا يكثر الى اليوم زاد معاي بشكل يخوف😭😭 وش الحل\n#رابطة_المتكممين #مملكة_المتكممين #تكميم,0,0,1,0
أن الشيطان حريص على تحزين وتخويف الإنسان حتى في المنام ولذلك جاءت التوجيهات النبوية بالتحرز من الشيطان بالمعوذات لا إله إلا الله 🌿,0,0,1,0
صباح الذوق والرقة والجمال صباحك حلو متل نفسك الطيبة صباحك زرع اجمل تعابير الكلام وزهر ابتسم من حلو انفاسك 🍃 🌸 🍃,1,0,0,0
بس احتاج انفس عن غضبي افكر بشعري اول شي مسكين حياته مهدده تبعا لمزاجي,0,0,1,0
وانت طيب وبخير يا حبي وبعوده علينا وعليكم الأيام بخير وسعاده يارب,1,0,0,0
هل انت مصري محب لوطنك ام اخواني كاره لنفسك حانق علي العيش لاني مغيب وانت ياجهبز اعلم مني ببواطن الامور وحجة فيالدفاع عن مصلحة,0,1,0,0
الوجع اللي سببته للناس راح تحس فيه طول العمر ماراح تكتبه بقلم وينمسح راح تنهار يوم عن يوم .,0,0,1,0
هو انتوا ليه واخدين التشائم و الخنقة المستمرة و العزلة و الكلام الدبش وتهويل المشاكل و كل صفة وحشة على انهم موضه !!,0,1,0,0
ربّنا .. جدّد فينا روح التفاؤل والأمل\n ولا تجعلنا ضُعفاء أمام ظروف الحياة\n أزرع فينا الطاقة الدائمة  \nوحبّب لنا أيّامنا كيفما كانت يا الله،,1,0,0,0
عندي دموع زايده قلت اطلعها بس,0,1,1,0
@911_mero تعدل نومك خلاص لاتزعجيني 😡,0,1,0,0
أريد لحظة إنفعال لحظة حب لحظة دهشة لحظة إكتشاف لحظة معرفةأريد لحظة تجعل لحياتى معنى إن حياتي من أجل أكل العيش لا معنى لها لأنها مجرد إستمرار,0,1,1,0
@nanygado73 دى النعمة كلها لا حد هيشوف انفعالك ولا دموعك,0,0,1,0
اتقي الله فينا  يا من  تحرف على مزاجك  الاوامر \nالظلم  ظلمات لاسامح الله من اخذ حقوقنا بخير حق  اهني كل وزير وكبير في الدلة وعزي الفقراء,0,0,1,0
@viisakovrwcs اه الحظه جميله  شعور با ألراحه,1,0,0,0
@ra_7e @rico4_ هذي آهات والله مب ضحكه,0,1,1,0
أيوجد شعور أعظم وأجمل وأسعد من ارتجاف قلبك حين تذكر الله فتعلم أنه يذكرك ❤️ لا إله إلا الله,1,0,0,0
يارب خبر يشّبه الغيث، وفرحة تمحِي كُل حُزن، وفرَج لكُل صابِر، وشِفاء لكُل مريض، وإستجابة لكُل دعاء،إنّك على كل شي قدير❤ ..,1,0,0,0
#بسمة_ثغر ابتسم فالحياه قصيره,1,0,0,0
-مبروك المعتقل فلان الفلاني خد إخلاء سبيل *خرج على الأسفلت -لا لسه -يبقى ماتفرحش الا لما يخرج خالص الداخلية كلاب مالهمش أمان,0,1,0,0
"ربي انظر إلى قلبها فإن وجدت حزن او ضيق فبدله فرحاً و اطمئنان وان وجدت هماً فأنزعه ,فهي شي ثمين لدي فاحفظها لي يارب💙",1,0,0,0
يغمرك القرف وتصعقك قدرة الطرف الآخر على الدونية لهذا المستوى ليصبح قلبك اكثر اعراضا وقسوة ورفض ولا اتحدث هنا عن مساكين كسرتهم الحياة,0,0,1,0
نيال الا بدو يعيد بلوطن ويشوف اهلو وأحبابو #حسرة الحمد لله رب العالمين - يشعر بالحنين,0,0,1,0
مرارة الفقد موجعه غصة الحنين مبكيه رحم الله روحا ما زال وجع رحيلها يؤلمني بشده 💔 🔕,0,0,1,0
حسبي على الي خذاك مني وغير أطباعك 💔 #خيبت_ظني #جرح #عتاب #الم,0,0,1,0
جواي طاقه كبيره وانبساط كبييير كتير\nشو اعمل مشان افرغ هالطااقه العاليه هاي !,1,0,0,0
@FaretAlbet ما عم عيط هااااا 😤,0,0,1,1
صباحكم سعادة ودفى ورضا وطمأنينة من الله ❤,1,0,0,0
محدش ينكر إن الكآبة بتبقي attractive برضه 😌,0,1,1,0
الحاجة الوحيدة ال متأكد منها اني مش هنفع ف الكلية دي بس قررت اكمل فيها من باب الاثارة و التشويق,0,1,0,0
@mbc_fm @Ghada_AlAli هلا وغلا فيك صباح السعادة والرضا عليك وعلى المستمعين \nأشتقت أسمع صوتك من أول م دخلت الشهر م سمعت صوتك,1,0,0,0
صباح الخير ✋ 🏻 صاحية من النوم عندي رغبة شديدة في اني البس فستان حلو وهيلز واظبط نفسي وأسهر أحضر حفلة لطيفة كده في مكان لطيف مثلا يعني 🤷 🏻 ‍♀️,1,0,0,0
الفائدة الوحيدة الي يبغونها من بيانهم تخويف اي لاعب بيجي للأهلي معزبهم امر وهم ينفذون لكن على الاهلي حماية اللاعب وبقوة,0,0,1,0
هسا اذا تزوجت 👰👨\nوزوجي صرخ علي😬\nعادي اضربو👊 أو اعمل حالي كيوت وابكي😢\n\nيربي شسوووي😐.🚶 😂😂😂😂😂😂\n\n#شمس_المحتارة 🌚,0,1,0,0
#بشوفگ حته #من_الجنه بشوفگ #ضحكه_وسط_دموع😍        \nكأنگ بنتي من ضلعي وحبگ #عشق_مش_ممنوع ✋💓.\n#TU,1,0,0,0
اللهم الفرح والإبتسامة الأبديه,1,0,0,0
احنا بيهمنا زعل الناس القريبة من قلبنا فعلا الى هو لا دول ماينفعش يزعلوا ونفكر ازاى نراضيهم غير كدة لا ✋ 😀 😍,0,0,1,0
@Deema_sindi @Esmail_CFC أسف على المداخلة لكن هذي من باب الحداد على الموتى و الاسلام يرفض هذا الشيء و السعودية تطبق هذا المنهج ~,0,0,1,0
جدتي أنت التي رحيلك أنزل دمعة أبي فآلمني 💔 فيا رب بقدر حب أبي لها اغفر لها وتجاوز عنها واجمعنا بها في مستقر رحمتك #تغريدات_المتوفين,0,0,1,0
شگرا #دموعي لانك احلي راحة ف 🌸 ي أزفت وقت عندي,0,0,1,0
اكتر شي عجبني باخر حلقة ان كان فيها معدل عالي نسبيا من التشويق و الترقب و هيدا غريب نوعا ما على مسلسل هزلي كوميدي,0,0,0,1
انا خايف بس اني ماعاد اتزوج مع 2030 😂,0,1,0,0
@mr_mlee7 اما ذاك فيه قلة حيا.!! 😶 الله ياخذهم\nصار الحرام شيء عادي عندهم يتفرجون بكل ثقة 😠,0,0,1,0
@dentistaheba الله يبارك فيك وايهنيك هبوش تسلمي ياحبيبه والفال ليك يارب تفرحي بفرحك وبتخرجك افضل دكتوره,1,0,0,0
حانق جدا اتمنى محد يكلمني,0,0,1,0
-ماذا بك يا صديقي -لا شئ سوى اننى حانق وكاره للعالم بمن فيه,0,1,0,0
@mawladdawilah بجد والله حاسه مش طبيعيه 😢,0,1,1,0
”مرحبا هذه تعتبر بداية جديدة وبداية نظيفة تماما أتمنى بأن تكون بداية سعيدة ولطيفة “,1,0,0,0
اللهم في يوم الجمعه أرزقنا حلو الحياة وخير العطاء وسعة في الرزق وراحة البال ولباس العافية وحسن الخاتمة اللهم صلي وسلم وبارك على سيدنا محمد,1,0,0,0
رايقيين و بالنا مرتاح سعيد لنهاية شهر ابريل كأزهار الساكورا عندما تتفتح في موسم الربيع الجميل,1,0,0,0
علي الكلثمي جمع مابين الفكاهة والطموح والصبر تعلمنا منك أشياء كثيرة منها طيبة القلب وتسامح العفوية #علي_الفارس_الفخم,1,0,0,0
خالتو عندها ولدين وحامل بتقولي لو ولد هسميه معاذ ولو بنت روفانا \nافهمها ازاي ان الاسمين مش عاجبني 😄😡😡\nاقولها ازاي ان عاوزة مصطفي أو هنا 😄😍😍,0,1,0,0
#ما يقتلني أن الغريب يقرا بلمحة صغيرة حزن #روحي وأنت المبصر في عيناي دائمآ لم ترى #حزني 😳 😳 #الحلبي,0,0,1,0
وحيد جدا أغلق هاتفي بلا خوف من أن يقلق بشأني أحد أنام طويلا غير مباليه بصباح أو مساء بيوم أو تاريخ,0,1,1,0
#العيد #بهجة #فرح مسجد الصديق كل سنة والأمة كلها بخير ♥,1,0,0,0
عيد سعيد جدا 🙈 ما نعرف كلام كفار,1,0,0,0
7 ايام بذاكر فيها و من قبل ما الجدول الفاينال ينزل بذاكرها واذاكر 250 ورقه و برزنتيشن و اسلايدات و في الاخر يجي برزنتيشن و اسلايدات 😠😬,0,0,1,0
@mbc1 بعدين هو فلسطيني يعني برجع علي وطنه فلسطين العظيمه وليست تل ابيت قهروتي والله يا ام بي سي😡😡😡,0,0,1,0
@MMilka86 في منامي نحلم وانا نوم 💤 في قصور البهجة وشموع ضاوية .\nهيه هذيك هيا نشوف فيك تضيعي في وقتك و وقتي 😊,1,0,0,0
